# t_ps  r2_target_Ang  dist_Ang  force_kcal_per_mol_per_Ang  work_cum_kcal_per_mol
1.799999999999997158e+02 2.969999999999999929e+01 2.953761000000000081e+01 2.338350000000000151e+00 -6.997869999999999813e+00
1.899999999999998579e+02 2.975000000000000000e+01 2.970576000000000150e+01 6.369899999999999451e-01 -6.911430000000000184e+00
2.000000000000000000e+02 2.980000000000000071e+01 2.988213000000000008e+01 -1.182679999999999954e+00 -6.868009999999999948e+00
2.100000000000001421e+02 2.985000000000000142e+01 2.990834999999999866e+01 -8.401999999999999469e-01 -6.917290000000000383e+00
2.199999999999995737e+02 2.989999999999999858e+01 3.008551999999999893e+01 -2.671419999999999906e+00 -7.049050000000000260e+00
2.299999999999997158e+02 2.994999999999999929e+01 2.970702999999999960e+01 3.498740000000000183e+00 -7.052889999999999660e+00
2.399999999999998579e+02 3.000000000000000000e+01 3.017378000000000071e+01 -2.502429999999999932e+00 -7.112129999999999619e+00
2.500000000000000000e+02 3.005000000000000071e+01 3.025545999999999935e+01 -2.958660000000000068e+00 -7.172959999999999781e+00
2.600000000000001137e+02 3.010000000000000142e+01 3.020100000000000051e+01 -1.454329999999999901e+00 -7.294929999999999914e+00
2.699999999999995453e+02 3.014999999999999858e+01 3.032919000000000054e+01 -2.580290000000000195e+00 -7.379500000000000171e+00
2.799999999999997158e+02 3.019999999999999929e+01 3.026963999999999899e+01 -1.002850000000000019e+00 -7.499889999999999723e+00
2.899999999999998295e+02 3.025000000000000000e+01 3.015874000000000166e+01 1.314200000000000035e+00 -7.527870000000000061e+00
3.000000000000000000e+02 3.030000000000000071e+01 3.053929000000000116e+01 -3.445819999999999883e+00 -7.538160000000000416e+00
3.100000000000001137e+02 3.035000000000000142e+01 3.048191999999999879e+01 -1.899659999999999904e+00 -7.728720000000000034e+00
3.199999999999995453e+02 3.039999999999999858e+01 3.035288999999999859e+01 6.784299999999999775e-01 -7.752469999999999750e+00
3.299999999999997158e+02 3.044999999999999929e+01 3.031754000000000104e+01 1.907419999999999893e+00 -7.717719999999999914e+00
3.399999999999998295e+02 3.050000000000000000e+01 3.047336999999999918e+01 3.835299999999999820e-01 -7.620589999999999975e+00
3.500000000000000000e+02 3.055000000000000071e+01 3.054690000000000083e+01 4.467000000000000137e-02 -7.618450000000000166e+00
3.600000000000001137e+02 3.060000000000000142e+01 3.053744000000000014e+01 9.008000000000000451e-01 -7.562839999999999563e+00
3.699999999999995453e+02 3.064999999999999858e+01 3.069028000000000134e+01 -5.799600000000000311e-01 -7.483740000000000059e+00
3.799999999999997158e+02 3.069999999999999929e+01 3.063084999999999880e+01 9.957500000000000240e-01 -7.436250000000000249e+00
3.899999999999998295e+02 3.075000000000000000e+01 3.040164000000000044e+01 5.016399999999999970e+00 -7.250070000000000014e+00
4.000000000000000000e+02 3.080000000000000071e+01 3.056263999999999825e+01 3.418039999999999967e+00 -7.048960000000000115e+00
4.100000000000001137e+02 3.085000000000000142e+01 3.066060999999999837e+01 2.727250000000000174e+00 -6.861410000000000231e+00
4.199999999999995453e+02 3.089999999999999858e+01 3.077881999999999962e+01 1.744979999999999976e+00 -6.756800000000000139e+00
4.299999999999997158e+02 3.094999999999999929e+01 3.066529999999999845e+01 4.099730000000000096e+00 -6.652790000000000425e+00
4.399999999999998295e+02 3.100000000000000000e+01 3.059093000000000018e+01 5.890609999999999680e+00 -6.418560000000000265e+00
4.500000000000000000e+02 3.105000000000000071e+01 3.090187999999999846e+01 2.132880000000000109e+00 -6.146589999999999776e+00
4.600000000000001137e+02 3.110000000000000142e+01 3.082873999999999981e+01 3.906159999999999854e+00 -5.997300000000000075e+00
4.699999999999995453e+02 3.114999999999999858e+01 3.059887000000000157e+01 7.936270000000000380e+00 -5.756619999999999848e+00
4.799999999999997158e+02 3.119999999999999929e+01 3.061537999999999826e+01 8.418490000000000251e+00 -5.342690000000000161e+00
4.899999999999998295e+02 3.125000000000000000e+01 3.103622999999999976e+01 3.078219999999999956e+00 -5.008770000000000167e+00
5.000000000000000000e+02 3.130000000000000071e+01 3.120938999999999908e+01 1.304810000000000025e+00 -4.845360000000000333e+00
5.100000000000001137e+02 3.135000000000000142e+01 3.091664000000000101e+01 6.240350000000000286e+00 -4.618780000000000108e+00
5.199999999999995453e+02 3.139999999999999858e+01 3.093298000000000059e+01 6.725120000000000431e+00 -4.256859999999999644e+00
5.299999999999996589e+02 3.144999999999999929e+01 3.107501999999999853e+01 5.399689999999999657e+00 -3.945209999999999884e+00
5.399999999999998863e+02 3.150000000000000000e+01 3.113363000000000014e+01 5.275660000000000238e+00 -3.644299999999999873e+00
5.500000000000000000e+02 3.155000000000000071e+01 3.111637999999999948e+01 6.244119999999999671e+00 -3.321289999999999853e+00
5.600000000000001137e+02 3.160000000000000142e+01 3.110181000000000040e+01 7.173910000000000231e+00 -3.003880000000000106e+00
5.699999999999995453e+02 3.164999999999999858e+01 3.148582000000000036e+01 2.364160000000000039e+00 -2.749089999999999812e+00
5.799999999999996589e+02 3.169999999999999929e+01 3.156084999999999852e+01 2.003719999999999946e+00 -2.628919999999999924e+00
5.899999999999998863e+02 3.175000000000000000e+01 3.153286999999999907e+01 3.126630000000000020e+00 -2.579569999999999919e+00
6.000000000000000000e+02 3.180000000000000071e+01 3.168077999999999861e+01 1.716730000000000089e+00 -2.468589999999999840e+00
6.100000000000001137e+02 3.185000000000000142e+01 3.166385000000000005e+01 2.680540000000000145e+00 -2.327020000000000088e+00
6.199999999999995453e+02 3.189999999999999858e+01 3.140927999999999898e+01 7.066390000000000171e+00 -2.127580000000000027e+00
6.299999999999996589e+02 3.194999999999999929e+01 3.140036999999999878e+01 7.914699999999999847e+00 -1.749589999999999979e+00
6.399999999999998863e+02 3.200000000000000000e+01 3.176188000000000144e+01 3.428869999999999862e+00 -1.443969999999999976e+00
6.499999999999993179e+02 3.204999999999999716e+01 3.191743999999999915e+01 1.908879999999999910e+00 -1.340940000000000021e+00
6.600000000000001137e+02 3.210000000000000142e+01 3.198295999999999850e+01 1.685300000000000020e+00 -1.237279999999999935e+00
6.699999999999995453e+02 3.214999999999999858e+01 3.184673000000000087e+01 4.367090000000000138e+00 -1.013789999999999969e+00
6.800000000000004547e+02 3.220000000000000284e+01 3.179757999999999996e+01 5.794800000000000395e+00 -7.966600000000000348e-01
6.899999999999998863e+02 3.225000000000000000e+01 3.201084000000000174e+01 3.443869999999999987e+00 -5.204699999999999882e-01
6.999999999999993179e+02 3.229999999999999716e+01 3.211478999999999928e+01 2.667069999999999830e+00 -3.956000000000000072e-01
7.100000000000001137e+02 3.235000000000000142e+01 3.193259000000000114e+01 6.010760000000000325e+00 -1.613499999999999934e-01
7.199999999999995453e+02 3.239999999999999858e+01 3.186186999999999969e+01 7.749060000000000059e+00 1.503800000000000137e-01
7.300000000000004547e+02 3.245000000000000284e+01 3.210656999999999783e+01 4.945429999999999993e+00 4.580199999999999827e-01
7.399999999999998863e+02 3.250000000000000000e+01 3.216356999999999999e+01 4.844619999999999926e+00 6.741399999999999615e-01
7.499999999999993179e+02 3.254999999999999716e+01 3.204352999999999696e+01 7.293180000000000440e+00 1.054929999999999923e+00
7.600000000000001137e+02 3.260000000000000142e+01 3.221359000000000350e+01 5.564320000000000377e+00 1.360530000000000017e+00
7.699999999999995453e+02 3.264999999999999858e+01 3.248017000000000110e+01 2.445590000000000153e+00 1.599979999999999958e+00
7.800000000000004547e+02 3.270000000000000284e+01 3.238824000000000325e+01 4.489359999999999573e+00 1.741740000000000066e+00
7.899999999999998863e+02 3.275000000000000000e+01 3.249887999999999977e+01 3.616109999999999935e+00 1.975109999999999921e+00
7.999999999999993179e+02 3.279999999999999716e+01 3.243529999999999802e+01 5.251710000000000100e+00 2.230280000000000040e+00
8.100000000000001137e+02 3.285000000000000142e+01 3.253598999999999819e+01 4.521709999999999674e+00 2.444929999999999826e+00
8.199999999999995453e+02 3.289999999999999858e+01 3.258767000000000280e+01 4.497609999999999886e+00 2.633599999999999941e+00
8.300000000000004547e+02 3.295000000000000284e+01 3.248716000000000292e+01 6.664909999999999890e+00 2.912840000000000096e+00
8.399999999999998863e+02 3.300000000000000000e+01 3.259866999999999848e+01 5.779139999999999944e+00 3.256810000000000205e+00
8.499999999999993179e+02 3.304999999999999716e+01 3.251276000000000010e+01 7.736250000000000071e+00 3.641799999999999926e+00
8.600000000000001137e+02 3.310000000000000142e+01 3.266543999999999670e+01 6.257690000000000197e+00 3.971859999999999946e+00
8.699999999999995453e+02 3.314999999999999858e+01 3.269823999999999842e+01 6.505399999999999849e+00 4.258390000000000342e+00
8.800000000000004547e+02 3.320000000000000284e+01 3.278143000000000029e+01 6.027389999999999581e+00 4.599370000000000402e+00
8.899999999999998863e+02 3.325000000000000000e+01 3.277976000000000312e+01 6.771499999999999631e+00 4.967789999999999928e+00
8.999999999999993179e+02 3.329999999999999716e+01 3.268945999999999685e+01 8.791729999999999379e+00 5.336899999999999977e+00
9.100000000000001137e+02 3.335000000000000142e+01 3.296564999999999657e+01 5.534650000000000070e+00 5.741340000000000110e+00
9.199999999999995453e+02 3.339999999999999858e+01 3.298049000000000319e+01 6.040939999999999976e+00 6.102400000000000269e+00
9.300000000000004547e+02 3.345000000000000284e+01 3.283549000000000007e+01 8.848929999999999296e+00 6.484890000000000043e+00
9.399999999999998863e+02 3.350000000000000000e+01 3.276489999999999725e+01 1.058544999999999980e+01 6.966380000000000017e+00
9.499999999999993179e+02 3.354999999999999716e+01 3.291591999999999985e+01 9.130810000000000315e+00 7.404349999999999987e+00
9.600000000000001137e+02 3.360000000000000142e+01 3.321009000000000100e+01 5.614749999999999908e+00 7.785029999999999895e+00
9.699999999999995453e+02 3.364999999999999858e+01 3.329216000000000264e+01 5.152890000000000192e+00 8.119360000000000355e+00
9.800000000000004547e+02 3.370000000000000284e+01 3.333688999999999680e+01 5.228830000000000311e+00 8.420690000000000452e+00
9.899999999999998863e+02 3.375000000000000000e+01 3.315532000000000323e+01 8.563390000000000057e+00 8.817019999999999413e+00
9.999999999999993179e+02 3.379999999999999716e+01 3.309837999999999880e+01 1.010328999999999944e+01 8.817019999999999413e+00
1.010000000000000114e+03 3.385000000000000142e+01 3.342204000000000264e+01 6.162679999999999936e+00 9.151289999999999480e+00
1.019999999999999545e+03 3.389999999999999858e+01 3.306414000000000186e+01 1.203641000000000005e+01 9.503699999999998482e+00
1.030000000000000455e+03 3.395000000000000284e+01 3.324633999999999645e+01 1.013274999999999970e+01 9.999919999999999476e+00
1.039999999999999773e+03 3.400000000000000000e+01 3.349425999999999704e+01 7.282619999999999649e+00 1.043790999999999869e+01
1.049999999999999318e+03 3.404999999999999716e+01 3.331036999999999892e+01 1.065071000000000012e+01 1.081646999999999892e+01
1.060000000000000227e+03 3.410000000000000142e+01 3.339900999999999698e+01 1.009425000000000061e+01 1.143674000000000035e+01
1.069999999999999545e+03 3.414999999999999858e+01 3.373610000000000042e+01 5.960200000000000387e+00 1.177387999999999835e+01
1.080000000000000455e+03 3.420000000000000284e+01 3.381951000000000107e+01 5.479090000000000238e+00 1.201849999999999952e+01
1.089999999999999773e+03 3.425000000000000000e+01 3.381517999999999802e+01 6.261420000000000208e+00 1.225874999999999915e+01
1.099999999999999318e+03 3.429999999999999716e+01 3.409450999999999965e+01 2.959020000000000206e+00 1.250523999999999880e+01
1.110000000000000227e+03 3.435000000000000142e+01 3.415330999999999761e+01 2.832409999999999872e+00 1.266697999999999880e+01
1.119999999999999545e+03 3.439999999999999858e+01 3.403732999999999720e+01 5.222489999999999633e+00 1.283888999999999925e+01
1.130000000000000455e+03 3.445000000000000284e+01 3.423071999999999804e+01 3.157570000000000210e+00 1.303359000000000023e+01
1.139999999999999773e+03 3.450000000000000000e+01 3.423901999999999646e+01 3.758070000000000022e+00 1.318643999999999927e+01
1.149999999999999318e+03 3.454999999999999716e+01 3.424799999999999756e+01 4.348790000000000155e+00 1.340152999999999928e+01
1.160000000000000227e+03 3.460000000000000142e+01 3.406508000000000180e+01 7.702910000000000146e+00 1.377918999999999983e+01
1.169999999999999545e+03 3.464999999999999858e+01 3.391246000000000294e+01 1.062057000000000073e+01 1.424352000000000018e+01
1.180000000000000455e+03 3.470000000000000284e+01 3.407898000000000138e+01 8.942619999999999791e+00 1.466012999999999877e+01
1.189999999999999773e+03 3.475000000000000000e+01 3.434628000000000014e+01 5.813570000000000348e+00 1.501553999999999967e+01
1.199999999999999318e+03 3.479999999999999716e+01 3.418928999999999974e+01 8.794200000000000017e+00 1.543064000000000036e+01
1.210000000000000227e+03 3.485000000000000142e+01 3.411986000000000274e+01 1.051399999999999935e+01 1.586509999999999820e+01
1.219999999999999545e+03 3.489999999999999858e+01 3.446414000000000044e+01 6.276430000000000398e+00 1.631739999999999924e+01
1.230000000000000455e+03 3.495000000000000284e+01 3.460766000000000275e+01 4.929700000000000415e+00 1.660006999999999877e+01
1.239999999999999773e+03 3.500000000000000000e+01 3.442730000000000246e+01 8.246909999999999741e+00 1.695338999999999885e+01
1.249999999999999318e+03 3.504999999999999716e+01 3.470125999999999777e+01 5.021849999999999703e+00 1.729598999999999975e+01
1.260000000000000227e+03 3.510000000000000142e+01 3.465986999999999796e+01 6.337810000000000166e+00 1.766503000000000156e+01
1.269999999999999545e+03 3.514999999999999858e+01 3.508867999999999654e+01 8.829399999999999471e-01 1.785624999999999929e+01
1.280000000000000455e+03 3.520000000000000284e+01 3.476100999999999885e+01 6.321439999999999948e+00 1.804579999999999984e+01
1.289999999999999773e+03 3.525000000000000000e+01 3.485081000000000273e+01 5.748310000000000031e+00 1.832186000000000092e+01
1.299999999999999318e+03 3.529999999999999716e+01 3.500730999999999682e+01 4.214710000000000178e+00 1.858136999999999972e+01
1.310000000000000227e+03 3.535000000000000142e+01 3.509662000000000148e+01 3.648620000000000196e+00 1.871739000000000175e+01
1.319999999999999545e+03 3.539999999999999858e+01 3.512337999999999738e+01 3.983270000000000088e+00 1.892300999999999789e+01
1.330000000000000455e+03 3.545000000000000284e+01 3.502539999999999765e+01 6.114289999999999559e+00 1.914721999999999724e+01
1.339999999999999773e+03 3.550000000000000000e+01 3.505066999999999666e+01 6.470329999999999693e+00 1.943305999999999756e+01
1.349999999999999318e+03 3.554999999999999716e+01 3.527922999999999831e+01 3.899129999999999985e+00 1.970814000000000021e+01
1.360000000000000227e+03 3.560000000000000142e+01 3.514477000000000118e+01 6.555299999999999905e+00 2.003063999999999822e+01
1.369999999999999545e+03 3.564999999999999858e+01 3.527450999999999937e+01 5.407079999999999664e+00 2.024860999999999933e+01
1.380000000000000455e+03 3.570000000000000284e+01 3.515323999999999671e+01 7.873370000000000424e+00 2.051525000000000176e+01
1.389999999999999773e+03 3.575000000000000000e+01 3.533688000000000073e+01 5.948979999999999713e+00 2.092830999999999975e+01
1.399999999999999318e+03 3.579999999999999716e+01 3.545120000000000005e+01 5.022730000000000139e+00 2.118975000000000009e+01
1.410000000000000000e+03 3.585000000000000142e+01 3.513421999999999912e+01 1.030725999999999942e+01 2.164016999999999769e+01
1.419999999999999545e+03 3.589999999999999858e+01 3.560253000000000156e+01 4.283579999999999721e+00 2.190853999999999857e+01
1.430000000000000455e+03 3.595000000000000284e+01 3.573172999999999888e+01 3.143089999999999939e+00 2.209671999999999770e+01
1.439999999999999773e+03 3.600000000000000000e+01 3.563351000000000113e+01 5.277449999999999974e+00 2.226520999999999972e+01
1.449999999999999318e+03 3.604999999999999716e+01 3.595457999999999998e+01 1.374030000000000085e+00 2.247211000000000070e+01
1.460000000000000000e+03 3.610000000000000142e+01 3.560911000000000115e+01 7.068850000000000300e+00 2.264358000000000004e+01
1.469999999999999545e+03 3.614999999999999858e+01 3.574497000000000213e+01 5.832440000000000069e+00 2.293847999999999843e+01
1.480000000000000455e+03 3.620000000000000284e+01 3.569648999999999717e+01 7.250530000000000364e+00 2.331266999999999712e+01
1.489999999999999773e+03 3.625000000000000000e+01 3.585229999999999961e+01 5.726860000000000284e+00 2.361032000000000153e+01
1.499999999999999318e+03 3.629999999999999716e+01 3.581745000000000090e+01 6.948780000000000179e+00 2.392877999999999972e+01
1.510000000000000000e+03 3.635000000000000142e+01 3.574752999999999759e+01 8.675530000000000186e+00 2.419883000000000095e+01
1.519999999999999545e+03 3.639999999999999858e+01 3.605906999999999840e+01 4.909460000000000157e+00 2.444610000000000127e+01
1.530000000000000455e+03 3.645000000000000284e+01 3.616015999999999764e+01 4.173739999999999561e+00 2.469258999999999915e+01
1.539999999999999773e+03 3.650000000000000000e+01 3.613418000000000063e+01 5.267859999999999765e+00 2.490991000000000000e+01
1.549999999999999318e+03 3.654999999999999716e+01 3.611449000000000353e+01 6.271379999999999733e+00 2.513756000000000057e+01
1.560000000000000000e+03 3.660000000000000142e+01 3.635224000000000188e+01 3.567730000000000068e+00 2.541018000000000043e+01
1.569999999999999545e+03 3.664999999999999858e+01 3.639052999999999827e+01 3.736299999999999955e+00 2.553051999999999921e+01
1.580000000000000455e+03 3.670000000000000284e+01 3.669693000000000183e+01 4.415999999999999787e-02 2.559132999999999925e+01
1.589999999999999773e+03 3.675000000000000000e+01 3.647344999999999970e+01 3.982380000000000031e+00 2.582868999999999815e+01
1.599999999999999318e+03 3.679999999999999716e+01 3.638235000000000241e+01 6.014140000000000263e+00 2.606090000000000018e+01
1.610000000000000000e+03 3.685000000000000142e+01 3.630380999999999858e+01 7.865090000000000359e+00 2.637749999999999773e+01
1.619999999999999545e+03 3.689999999999999858e+01 3.652566999999999808e+01 5.390410000000000146e+00 2.676116999999999990e+01
1.630000000000000455e+03 3.695000000000000284e+01 3.651601000000000141e+01 6.249469999999999636e+00 2.709725999999999857e+01
1.639999999999999773e+03 3.700000000000000000e+01 3.645255999999999830e+01 7.883099999999999774e+00 2.756577000000000055e+01
1.649999999999999318e+03 3.704999999999999716e+01 3.645335000000000036e+01 8.591829999999999856e+00 2.807462999999999909e+01
1.660000000000000000e+03 3.710000000000000142e+01 3.634400000000000119e+01 1.088645999999999958e+01 2.853139999999999787e+01
1.669999999999999545e+03 3.714999999999999858e+01 3.645524999999999949e+01 1.000439000000000078e+01 2.902328999999999937e+01
1.680000000000000455e+03 3.720000000000000284e+01 3.668860999999999706e+01 7.363999999999999879e+00 2.945479999999999876e+01
1.689999999999999773e+03 3.725000000000000000e+01 3.677313999999999794e+01 6.866799999999999571e+00 2.984492999999999796e+01
1.699999999999999318e+03 3.729999999999999716e+01 3.679811000000000121e+01 7.227179999999999715e+00 3.015616999999999948e+01
1.710000000000000000e+03 3.735000000000000142e+01 3.676661000000000001e+01 8.400819999999999510e+00 3.055559999999999832e+01
1.719999999999999545e+03 3.739999999999999858e+01 3.675122999999999962e+01 9.342269999999999186e+00 3.097339999999999804e+01
1.730000000000000455e+03 3.745000000000000284e+01 3.679899000000000342e+01 9.374499999999999389e+00 3.146016999999999797e+01
1.739999999999999773e+03 3.750000000000000000e+01 3.736265000000000214e+01 1.977850000000000108e+00 3.169802999999999926e+01
1.749999999999999318e+03 3.754999999999999716e+01 3.696842000000000183e+01 8.374719999999999942e+00 3.198056000000000054e+01
1.760000000000000000e+03 3.760000000000000142e+01 3.734394000000000347e+01 3.687190000000000190e+00 3.224528000000000105e+01
1.769999999999999545e+03 3.764999999999999858e+01 3.728529000000000337e+01 5.251820000000000377e+00 3.247091000000000349e+01
1.780000000000000455e+03 3.770000000000000284e+01 3.745452999999999832e+01 3.534710000000000019e+00 3.265134000000000469e+01
1.789999999999999773e+03 3.775000000000000000e+01 3.753405999999999665e+01 3.109510000000000218e+00 3.279541000000000395e+01
1.799999999999999318e+03 3.779999999999999716e+01 3.734940999999999889e+01 6.488509999999999778e+00 3.307088999999999857e+01
1.810000000000000000e+03 3.785000000000000142e+01 3.758498000000000161e+01 3.816320000000000157e+00 3.320176000000000016e+01
1.819999999999999545e+03 3.789999999999999858e+01 3.732238000000000255e+01 8.317729999999999180e+00 3.353640000000000043e+01
1.830000000000000455e+03 3.795000000000000284e+01 3.727940999999999860e+01 9.656510000000000815e+00 3.402030999999999494e+01
1.839999999999999773e+03 3.800000000000000000e+01 3.749423999999999779e+01 7.282989999999999853e+00 3.444044999999999845e+01
1.849999999999999318e+03 3.804999999999999716e+01 3.776113999999999749e+01 4.159580000000000055e+00 3.475978999999999530e+01
1.860000000000000000e+03 3.810000000000000142e+01 3.782303999999999888e+01 3.988239999999999785e+00 3.491455999999999449e+01
1.869999999999999545e+03 3.814999999999999858e+01 3.786211999999999733e+01 4.145480000000000054e+00 3.523274999999999579e+01
1.880000000000000455e+03 3.820000000000000284e+01 3.804457000000000022e+01 2.238129999999999953e+00 3.541867999999999483e+01
1.889999999999999773e+03 3.825000000000000000e+01 3.795580999999999960e+01 4.236369999999999969e+00 3.562349999999999994e+01
1.899999999999999318e+03 3.829999999999999716e+01 3.818612000000000251e+01 1.639869999999999939e+00 3.577918999999999983e+01
1.910000000000000000e+03 3.835000000000000142e+01 3.812527000000000044e+01 3.236079999999999846e+00 3.594386000000000081e+01
1.919999999999999545e+03 3.839999999999999858e+01 3.834660999999999831e+01 7.687899999999999734e-01 3.602147000000000077e+01
1.930000000000000455e+03 3.845000000000000284e+01 3.840724000000000160e+01 6.156899999999999595e-01 3.607742000000000360e+01
1.939999999999999773e+03 3.850000000000000000e+01 3.824575999999999709e+01 3.661049999999999915e+00 3.610387000000000057e+01
1.949999999999999318e+03 3.854999999999999716e+01 3.832961000000000240e+01 3.173599999999999977e+00 3.626026999999999845e+01
1.960000000000000000e+03 3.860000000000000142e+01 3.843184999999999718e+01 2.421419999999999906e+00 3.644689999999999941e+01
1.969999999999999545e+03 3.864999999999999858e+01 3.829979999999999762e+01 5.042900000000000382e+00 3.668007000000000062e+01
1.980000000000000455e+03 3.870000000000000284e+01 3.827096000000000231e+01 6.178189999999999849e+00 3.689047999999999661e+01
1.989999999999999773e+03 3.875000000000000000e+01 3.836135999999999768e+01 5.596350000000000158e+00 3.717472000000000065e+01
1.999999999999999318e+03 3.879999999999999716e+01 3.854686000000000234e+01 3.645280000000000076e+00 3.717472000000000065e+01
2.010000000000000000e+03 3.885000000000000142e+01 3.861771999999999849e+01 3.344869999999999788e+00 3.735585000000000377e+01
2.019999999999999545e+03 3.889999999999999858e+01 3.831277999999999651e+01 8.455959999999999255e+00 3.765982000000000340e+01
2.030000000000000455e+03 3.895000000000000284e+01 3.852557999999999794e+01 6.111659999999999648e+00 3.802978000000000236e+01
2.039999999999999773e+03 3.900000000000000000e+01 3.857793000000000205e+01 6.077869999999999884e+00 3.835208000000000084e+01
2.049999999999999091e+03 3.904999999999999716e+01 3.857683000000000106e+01 6.813710000000000377e+00 3.872697999999999752e+01
2.060000000000000000e+03 3.910000000000000142e+01 3.849631999999999721e+01 8.693059999999999121e+00 3.913060000000000116e+01
2.069999999999999545e+03 3.914999999999999858e+01 3.854795000000000016e+01 8.669579999999999842e+00 3.953235000000000099e+01
2.080000000000000455e+03 3.920000000000000284e+01 3.850601000000000340e+01 9.993420000000000414e+00 4.002956000000000358e+01
2.090000000000000000e+03 3.925000000000000000e+01 3.840079000000000065e+01 1.222860999999999976e+01 4.066282999999999959e+01
2.099999999999999091e+03 3.929999999999999716e+01 3.886699000000000126e+01 6.235400000000000276e+00 4.114688999999999908e+01
2.110000000000000000e+03 3.935000000000000142e+01 3.870651999999999759e+01 9.266090000000000160e+00 4.153744000000000369e+01
2.119999999999999545e+03 3.939999999999999858e+01 3.892293000000000092e+01 6.869790000000000063e+00 4.201903000000000077e+01
2.130000000000000455e+03 3.945000000000000284e+01 3.900451000000000334e+01 6.415099999999999802e+00 4.241429000000000116e+01
2.140000000000000000e+03 3.950000000000000000e+01 3.899698000000000064e+01 7.243479999999999919e+00 4.265615999999999985e+01
2.149999999999999091e+03 3.954999999999999716e+01 3.878607999999999834e+01 1.100043999999999933e+01 4.319655999999999807e+01
2.160000000000000000e+03 3.960000000000000142e+01 3.882784000000000191e+01 1.111917000000000044e+01 4.371258999999999872e+01
2.169999999999999545e+03 3.964999999999999858e+01 3.881886999999999688e+01 1.196832000000000029e+01 4.433724000000000132e+01
2.180000000000000455e+03 3.970000000000000284e+01 3.930143000000000342e+01 5.739440000000000097e+00 4.478625999999999863e+01
2.190000000000000000e+03 3.975000000000000000e+01 3.932923000000000258e+01 6.059110000000000440e+00 4.509496000000000038e+01
2.199999999999999091e+03 3.979999999999999716e+01 3.928506999999999749e+01 7.415009999999999657e+00 4.541752000000000322e+01
2.210000000000000000e+03 3.985000000000000142e+01 3.933371999999999957e+01 7.434459999999999624e+00 4.579158999999999935e+01
2.219999999999999545e+03 3.989999999999999858e+01 3.929397999999999769e+01 8.726699999999999235e+00 4.612174999999999869e+01
2.230000000000000455e+03 3.995000000000000284e+01 3.944127999999999901e+01 7.325619999999999798e+00 4.650039999999999907e+01
2.240000000000000000e+03 4.000000000000000000e+01 3.943366999999999933e+01 8.155110000000000525e+00 4.680396999999999963e+01
2.249999999999999091e+03 4.004999999999999716e+01 3.960249999999999915e+01 6.444009999999999572e+00 4.716463000000000250e+01
2.260000000000000000e+03 4.010000000000000142e+01 3.965346999999999866e+01 6.429969999999999963e+00 4.752240000000000464e+01
2.269999999999999545e+03 4.014999999999999858e+01 3.976373000000000246e+01 5.562310000000000088e+00 4.788045000000000329e+01
2.280000000000000455e+03 4.020000000000000284e+01 4.011173000000000144e+01 1.271039999999999948e+00 4.815861999999999910e+01
